First name;Gender;Age;Salary;loaned_sum;Period;Interest rate;DAE;Monthly payment;Total_amount;Score;Eligibility
Augusto;Male;40;8804;73151;4;8,99;11;1533,828117;79944,14303;89;yes
Freida;Female;29;6623;27654;5;9,75;11,76;468,6477474;30472,12788;70;yes
Derward;Male;59;6186;91509;1;8,99;14;7689,454764;99608,28893;73;yes
Fleurette;Female;23;11529;105766;3;8,99;11;2952,262869;115304,528;97;yes
Ludvig;Male;47;6466;63644;1;8,99;14;5350,104514;69390,21005;73;yes
Jan;Female;25;9237;99799;2;8,99;12;4180,809806;108709,3547;85;yes
Haydon;Male;37;7863;70112;4;8,99;11;1470,397259;76638,37134;79;yes
Alyce;Female;35;5836;30714;2;9,75;12,76;1291,927949;33708,31558;35;no
Ailene;Female;41;9589;3694;2;10,49;13,5;161,5864831;4380,750398;65;yes
Aubert;Male;50;11918;51547;4;8,99;11;1082,903391;56443,68511;99;yes
Rori;Female;20;5401;118031;2;8,99;12;4943,311438;128501,2487;45;no
Josh;Male;38;4912;20056;4;9,75;11,76;425,6803368;22181,42686;39;no
Elora;Female;19;6160;19478;3;10,49;12,5;549,6275507;21528,74531;57;yes
Gerrilee;Female;31;4552;123423;4;8,99;11;2583,119351;134629,156;49;no
Sibylle;Female;23;2527;45554;2;9,75;12,76;1912,763098;49815,42327;35;no
Gerard;Male;59;8279;58523;2;8,99;12;2454,558305;63901,86161;85;yes
Gisela;Female;54;1603;119087;3;8,99;11;3323,212386;129780,0641;47;no
Jenilee;Female;27;4066;85340;5;8,99;11;1431,461274;93298,05432;50;no
Hugo;Male;29;4151;84792;2;8,99;12;3553,184642;92418,38543;45;no
Halette;Female;51;10587;45350;4;9,75;11,76;953,7068845;49687,03045;89;yes
Melony;Female;44;2276;34198;3;9,75;11,76;959,5102616;37524,87045;37;no
Filbert;Male;23;5204;99925;5;8,99;11;1674,908283;109179,5889;50;no
Latia;Female;22;3702;18305;5;10,49;12,5;312,6157898;20289,5406;30;no
Padget;Male;24;8842;75557;2;8,99;12;3166,956989;82393,25705;85;yes
Reed;Male;32;6932;89201;1;8,99;14;7495,691248;97105,3883;73;yes
Noby;Male;34;11087;113552;1;8,99;14;9540,030667;123512,7251;93;yes
Darwin;Male;23;11660;54090;2;8,99;12;2269,160667;59089,58287;95;yes
Nolan;Male;56;4320;68363;2;8,99;12;2866,088365;74583,7526;45;no
Evonne;Female;42;1656;14235;4;10,49;12,5;304,2091993;15847,40443;29;no
Ursuline;Female;46;10754;43631;1;9,75;14,76;3672,220397;47683,47891;83;yes
Jodie;Female;47;2912;108283;5;8,99;11;1814,416688;118280,5739;50;no
Dolf;Male;23;3960;77990;5;8,99;11;1308,778003;85294,67557;50;no
Giacobo;Male;34;7900;112951;1;8,99;14;9489,574917;122860,9732;73;yes
Jewell;Female;23;11281;89874;2;8,99;12;3765,724862;97935,19132;95;yes
Thadeus;Male;25;6822;37851;1;9,75;14,76;3186,67173;41415,88404;63;yes
Livvie;Female;25;4128;63776;3;8,99;11;1782,968503;69675,23897;47;no
Stefania;Female;28;10241;106734;3;8,99;11;2979,218738;116356,4249;97;yes
Kellby;Male;47;1956;100945;1;8,99;14;8481,63524;109841,1184;43;no
Hillie;Male;42;9779;82050;3;8,99;11;2291,844075;89533,05339;87;yes
Bab;Female;35;6581;5197;5;10,49;12,5;93,76783718;6026,728711;60;yes
Johnny;Male;32;8062;63899;3;8,99;11;1786,393681;69808,89943;87;yes
Timoteo;Male;28;3321;12920;4;10,49;12,5;276,7536252;14417,8068;29;no
Clementia;Female;57;9646;19318;5;10,49;12,5;329,5285893;21391,78567;70;yes
Martina;Female;48;2983;100437;5;8,99;11;1683,454383;109737,1032;50;no
Ferguson;Male;54;4980;41289;4;9,75;11,76;868,9312139;45270,95327;39;no
Fanchette;Female;25;1507;10470;3;10,49;12,5;298,6783271;11744,31697;27;no
Walker;Male;52;9573;45232;2;9,75;12,76;1899,292146;49465,92942;75;yes
Batholomew;Male;41;8104;58399;2;8,99;12;2449,372357;63767,25241;85;yes
Wake;Male;33;2601;57121;2;8,99;12;2395,923636;62379,90925;45;no
Virgie;Female;58;5942;18757;5;10,49;12,5;320,1622709;20781,36169;30;no
Jori;Female;46;5867;79171;1;8,99;14;6653,642692;86228,39813;43;no
Giorgi;Male;43;7815;38942;1;9,75;14,76;3278,321141;42598,91968;63;yes
Flem;Male;18;10245;67318;4;8,99;11;1412,080111;73599,10642;99;yes
Salmon;Male;31;3566;38833;3;9,75;11,76;1088,608018;42560,38199;37;no
Benedikt;Male;26;9633;22406;5;9,75;11,76;381,039178;24759,88173;80;yes
Chip;Male;56;11646;46860;1;9,75;14,76;3943,472412;51184,87404;83;yes
Hermia;Female;56;5764;15841;2;10,49;13,5;669,9140441;17563,1596;25;no
Gerianne;Female;58;10678;17012;3;10,49;12,5;480,9285292;18850,19288;77;yes
Reynolds;Male;33;5038;63530;4;8,99;11;1333,015916;69478,58547;49;no
Enid;Female;27;7541;6758;5;10,49;12,5;119,8299103;7725,252463;60;yes
Dominic;Male;46;6069;16031;2;10,49;13,5;677,8651626;17769,35518;55;yes
Kaine;Male;29;4360;84232;5;8,99;11;1412,96698;92091,55858;50;no
Elvyn;Male;46;6751;27000;1;9,75;14,76;2275,133912;29649,50481;63;yes
Skelly;Male;60;1208;7285;2;10,49;13,5;311,862623;8277,846918;25;no
Nanette;Female;18;7266;18896;4;10,49;12,5;401,5251163;20914,59422;59;yes
Thorin;Male;27;4517;4210;2;10,49;13,5;183,1800471;4940,734192;25;no
Silvia;Female;46;11162;75179;2;8,99;12;3151,148212;81982,91611;95;yes
Skippie;Male;24;9149;113149;2;8,99;12;4739,13565;123201,5544;85;yes
Dimitry;Male;58;8935;103198;2;8,99;12;4322,96333;112399,1665;85;yes
Aurora;Female;51;4030;79996;2;8,99;12;3352,605559;87212,04913;45;no
Zelda;Female;32;4955;26869;1;9,75;14,76;2264,129262;29507,45378;33;no
Keslie;Female;41;8044;24945;1;9,75;14,76;2102,50372;27421,14712;73;yes
Masha;Female;53;8294;89161;1;8,99;14;7492,333128;97062,01048;83;yes
Camey;Male;25;5131;39701;1;9,75;14,76;3342,080905;43421,94814;33;no
Hayyim;Male;37;3564;104185;1;8,99;14;8753,642949;113354,7224;43;no
Eward;Male;28;5732;89990;5;8,99;11;1509,077222;98361,41639;50;no
Rodrigo;Male;40;5455;121702;4;8,99;11;2547,198158;132757,0819;49;no
Caddric;Male;48;2505;48797;1;9,75;14,76;4106,190019;53285,27737;33;no
Aldis;Male;31;8119;12022;4;10,49;12,5;258,0044956;13441,54925;69;yes
Daloris;Female;43;2491;106826;4;8,99;11;2236,702129;116575,2262;49;no
Ingmar;Male;33;4688;32478;2;9,75;12,76;1365,725335;35622,93404;35;no
Huntington;Male;43;11621;34031;1;9,75;14,76;2865,772784;37273,63276;83;yes
Sheelagh;Female;28;4955;76894;5;8,99;11;1290,484008;84101,24657;50;no
Norby;Male;31;10039;63911;1;8,99;14;5372,519964;69679,75705;93;yes
Kilian;Male;43;2474;44035;5;9,75;11,76;742,1073464;48302,21635;40;no
Abbott;Male;34;4730;98434;2;8,99;12;4123,722557;107227,568;45;no
Wally;Male;43;8322;21000;3;9,75;11,76;591,9089272;23186,42788;77;yes
Parrnell;Male;29;2686;99889;3;8,99;11;2788,606213;108918,1662;47;no
Craig;Male;54;4873;116082;1;8,99;14;9752,431749;126256,3726;43;no
Giovanna;Female;21;8713;34672;3;9,75;11,76;972,7124916;38039,82891;77;yes
Chariot;Male;56;7452;45957;1;9,75;14,76;3867,615933;50205,69788;63;yes
Opaline;Female;24;1017;123360;2;8,99;12;5166,181732;134286,1874;45;no
Joseph;Male;24;6443;87900;3;8,99;11;2454,748862;95890,07508;77;yes
Yorke;Male;24;7058;60840;1;8,99;14;5114,700312;66349,42436;73;yes
Carrie;Female;28;1344;26525;3;9,75;11,76;745,7956807;29188,84455;37;no
Guinevere;Female;36;11796;84332;5;8,99;11;1414,63614;92200,44809;100;yes
Chane;Male;43;10839;10999;2;10,49;13,5;467,286066;12308,42795;75;yes
Artur;Male;52;7158;90260;2;8,99;12;3781,868216;98354,21672;75;yes
Ella;Female;20;3848;19082;4;10,49;12,5;405,4085663;21116,80346;29;no
Amelina;Female;55;11140;11489;1;10,49;15,5;972,7135554;12829,24317;73;yes
Harold;Male;50;5138;110833;4;8,99;11;2320,337352;120933,9715;49;no
Eolanda;Female;20;8782;71215;2;8,99;12;2985,365167;77679,76409;85;yes
Sandor;Male;45;6410;65394;3;8,99;11;1828,024904;71433,47164;77;yes
Noami;Female;57;5050;90078;4;8,99;11;1887,133192;98357,04116;49;no
Wiatt;Male;36;1634;44914;2;9,75;12,76;1885,988536;49120,77712;35;no
Fransisco;Male;28;3727;120851;5;8,99;11;2024,196736;131965,8071;50;no
Barth;Male;32;2922;96650;3;8,99;11;2698,40987;105398,4409;47;no
Paulita;Female;55;1498;41424;3;9,75;11,76;1160,774638;45375,27096;37;no
Chan;Male;22;6070;16671;3;10,49;12,5;471,4287862;18479,801;57;yes
Vito;Male;24;2299;56992;5;8,99;11;958,2877543;62430,05692;50;no
Annie;Female;40;8335;116604;1;8,99;14;9796,255213;126822,4533;83;yes
Gaelan;Male;40;10621;93463;4;8,99;11;1957,785858;102039,1857;99;yes
Tuck;Male;36;7333;30289;2;9,75;12,76;1274,147967;33247,02712;65;yes
Rea;Female;47;4739;29638;1;9,75;14,76;2496,738996;32510,04378;33;no
Jasun;Male;37;6774;67636;1;8,99;14;5685,244877;73719,31721;73;yes
Cornall;Male;37;3587;68124;4;8,99;11;1428,903168;74475,85929;49;no
Aubrette;Female;26;4213;87582;5;8,99;11;1468,883845;95739,35706;50;no
Amerigo;Male;27;9281;76729;1;8,99;14;6448,629474;83580,18178;83;yes
Olly;Female;22;10468;29934;4;9,75;11,76;631,8891704;32923,11865;89;yes
Katharine;Female;22;6552;92913;4;8,99;11;1946,306104;101440,9052;79;yes
Morry;Male;30;3127;49304;2;9,75;12,76;2069,645295;53885,61558;35;no
Moreen;Female;44;5617;83259;4;8,99;11;1744,805118;90939,45078;49;no
Natassia;Female;50;2061;23190;4;9,75;11,76;491,1043583;25589,45096;39;no
Dominga;Female;20;10161;47408;1;9,75;14,76;3989,50713;51779,10276;83;yes
Adriana;Female;57;11233;62015;3;8,99;11;1733,929985;67761,61244;97;yes
Neil;Male;55;8856;109268;5;8,99;11;1830,857916;119353,1355;90;yes
Brant;Male;57;6166;28891;4;9,75;11,76;610,1159559;31788,92301;69;yes
Harcourt;Male;47;8242;118744;1;8,99;14;9975,914626;129143,167;83;yes
Bibby;Female;27;7201;10746;2;10,49;13,5;456,698524;12033,86225;55;yes
Chrystel;Female;32;10220;71716;4;8,99;11;1503,876396;78383,17482;99;yes
Charlie;Male;59;3434;107109;2;8,99;12;4486,5298;116644,7839;45;no
Stephan;Male;59;4293;69438;5;8,99;11;1166,031427;75982,44494;50;no
Willette;Female;44;1670;22779;3;9,75;11,76;641,4590692;25119,15173;37;no
Davin;Male;56;7219;7143;2;10,49;13,5;305,9202081;8123,742851;55;yes
Randall;Male;39;10690;21994;2;9,75;12,76;927,1245461;24243,76173;85;yes
Ethelin;Female;29;7540;52142;1;8,99;14;4384,477148;56916,91583;73;yes
Riki;Female;22;3879;55776;1;8,99;14;4689,562337;60857,79144;43;no
Mano;Male;26;11674;101533;2;8,99;12;4253,329432;110591,7124;95;yes
Cleve;Male;22;11341;16496;3;10,49;12,5;466,5535515;18289,71719;77;yes
Candie;Female;55;6655;100835;1;8,99;14;8472,40041;109721,8293;73;yes
Avie;Female;34;2159;51413;2;8,99;12;2157,202743;56183,54403;45;no
Grayce;Female;44;7189;47200;3;9,75;11,76;1321,652446;51650,3766;67;yes
Jonas;Male;35;6909;111012;1;8,99;14;9326,790056;120758,233;73;yes
Peirce;Male;29;9478;88815;3;8,99;11;2480,228842;96884,37848;87;yes
Alfonse;Male;29;4486;85534;4;8,99;11;1792,289554;93414,15647;49;no
Harper;Male;57;6469;119534;4;8,99;11;2501,947056;130398,769;79;yes
Ricky;Female;60;3653;86061;3;8,99;11;2403,53828;93891,68827;47;no
Janice;Female;47;1602;12093;3;10,49;12,5;343,8926466;13507,20853;27;no
Tomas;Male;23;5072;66665;2;8,99;12;2795,074336;72740,47507;45;no
Car;Male;22;5341;27139;4;9,75;11,76;573,5419655;29883,73532;39;no
Elnora;Female;27;10051;74511;5;8,99;11;1250,707921;81506,40962;100;yes
Anthe;Female;55;6892;45936;3;9,75;11,76;1286,446499;50277,15404;67;yes
Thacher;Male;33;3950;122216;1;8,99;14;10267,39943;132908,3624;43;no
Merwyn;Male;40;10153;55221;4;8,99;11;1159,588146;60440,19883;99;yes
Bev;Male;22;2896;91177;4;8,99;11;1910,071827;99552,51437;49;no
Gilburt;Male;23;7452;48790;1;9,75;14,76;4105,601984;53277,68686;63;yes
Alika;Female;22;1997;47676;1;9,75;14,76;4012,020459;52069,71096;33;no
Kev;Male;52;8800;8869;3;10,49;12,5;254,0768943;10005,32166;67;yes
Raffarty;Male;48;6537;15923;2;10,49;13,5;673,3455795;17652,14927;55;yes
Chuck;Male;25;6884;16856;3;10,49;12,5;476,5826057;18680,74674;57;yes
Ewart;Male;36;1429;31893;3;9,75;11,76;895,3095436;35020,69481;37;no
Yves;Male;18;11880;87784;5;8,99;11;1472,255549;95959,31387;100;yes
Cletus;Male;52;4276;117256;3;8,99;11;3272,22458;127790,3706;47;no
Easter;Female;45;4619;42019;2;9,75;12,76;1764,87548;45978,58865;35;no
Noemi;Female;25;7123;94554;5;8,99;11;1585,257691;103331,1335;80;yes
Jazmin;Female;33;4422;24216;2;9,75;12,76;1020,082477;26655,48635;35;no
Beverley;Female;47;5318;101202;1;8,99;14;8503,21116;110119,8209;43;no
Gaspard;Male;23;9968;19140;4;10,49;12,5;406,6195346;21179,85796;69;yes
Andrei;Female;22;3495;83659;2;8,99;12;3505,800134;91188,44818;45;no
Isabeau;Female;22;10936;72386;2;8,99;12;3034,338917;78950,95254;95;yes
Abbe;Female;47;10209;51794;3;8,99;11;1449,306082;56654,75454;97;yes
Jocelyne;Female;34;1226;97013;3;8,99;11;2708,518321;105792,9022;47;no
Darrelle;Female;25;11169;14022;1;10,49;15,5;1185,626118;15575,74118;73;yes
Annnora;Female;47;4156;45480;1;9,75;14,76;3827,545567;49688,45865;33;no
Guendolen;Female;24;1455;47949;5;9,75;11,76;807,4465119;52562,45481;40;no
Noe;Male;21;1027;106240;2;8,99;12;4450,186342;115701,434;45;no
Idell;Female;35;11236;20027;2;9,75;12,76;844,8346042;22108,81019;85;yes
Bunnie;Female;27;5484;106667;2;8,99;12;4468,044405;116164,9673;45;no
Ives;Male;35;8966;48580;3;9,75;11,76;1360,089318;53149,62276;77;yes
Rayshell;Female;24;11828;49251;1;9,75;14,76;4144,32827;53777,57635;83;yes
Ardelle;Female;32;5170;85765;1;8,99;14;7207,228752;93379,23294;43;no
Erasmus;Male;24;11190;44691;4;9,75;11,76;939,9498869;48970,41019;89;yes
Ellary;Male;19;10817;92181;4;8,99;11;1931,027595;100644,6482;99;yes
Lindsay;Female;27;9776;34343;5;9,75;11,76;580,3119473;37752,84712;80;yes
Cash;Male;43;3513;123587;2;8,99;12;5175,675362;134532,6091;45;no
Mavis;Female;55;9670;70995;2;8,99;12;2976,164292;77440,94132;85;yes
Brittni;Female;46;9822;104636;4;8,99;11;2190,991836;114192,982;89;yes
Neil;Male;23;6281;85343;4;8,99;11;1788,302948;93206,38997;79;yes
Dean;Male;32;2575;60099;2;8,99;12;2520,47003;65612,70106;45;no
Alicea;Female;25;11719;92167;5;8,99;11;1545,414838;100731,941;100;yes
Geno;Male;60;3713;16370;3;10,49;12,5;463,0433825;18152,85685;27;no
Philip;Male;52;8406;61402;4;8,99;11;1288,599705;67163,78383;89;yes
Lucy;Female;39;10613;98329;4;8,99;11;2059,35037;107332,3364;99;yes
Carlyle;Male;27;6421;55954;4;8,99;11;1174,887526;61237,54357;79;yes
Philipa;Female;42;4852;53144;4;8,99;11;1116,236421;58180,87412;49;no
Misti;Female;20;1029;2400;1;10,49;15,5;208,7331824;2974,16206;23;no
Collete;Female;49;10438;78647;2;8,99;12;3296,187465;85747,63135;95;yes
Udale;Male;49;5469;42944;1;9,75;14,76;3614,508989;46938,52429;33;no
Caddric;Male;60;7165;51885;2;8,99;12;2176,942803;56695,92742;75;yes
Bruno;Male;28;3461;98948;2;8,99;12;4145,219147;107785,5449;45;no
Malory;Female;50;1901;12889;3;10,49;12,5;366,0679998;14371,81832;27;no
Aridatha;Female;51;11990;47702;1;9,75;14,76;4014,204588;52097,90429;83;yes
Cecily;Female;45;10844;63637;1;8,99;14;5349,516843;69382,61893;93;yes
Ruby;Female;49;5165;87216;2;8,99;12;3654,561559;95049,77809;45;no
Skelly;Male;52;2046;46917;1;9,75;14,76;3948,260694;51246,6825;33;no
Tiebout;Male;44;1253;20996;4;9,75;11,76;445,3033682;23203,6166;39;no
Shaun;Female;47;4205;111976;4;8,99;11;2344,194368;122177,3072;49;no
Luella;Female;25;7751;78637;1;8,99;14;6608,811792;85649,30414;73;yes
Valli;Female;42;8331;64305;3;8,99;11;1797,699552;70250,0876;87;yes
Alexander;Male;59;1498;53956;1;8,99;14;4536,767883;58884,1003;43;no
Kent;Male;43;1579;44998;2;9,75;12,76;1889,502697;49211,94942;35;no
Annabel;Female;55;10677;14022;3;10,49;12,5;397,6316622;15602,47522;77;yes
Melinde;Female;24;4376;11697;2;10,49;13,5;496,4959645;13065,92541;25;no
Averil;Male;19;6635;37624;3;9,75;11,76;1054,933975;41246,91199;67;yes
Trix;Female;19;5424;93274;3;8,99;11;2604,398491;101729,8417;47;no
Winne;Female;41;3530;119836;5;8,99;11;2007,254761;130860,5786;50;no
Cull;Male;57;9579;9203;4;10,49;12,5;199,1472611;10376,8833;69;yes
Cathlene;Female;45;5223;93336;5;8,99;11;1564,92732;102004,8593;50;no
Ephrem;Male;53;2906;66115;4;8,99;11;1386,970758;72290,5038;49;no
Dacie;Female;18;5752;86042;5;8,99;11;1443,178779;94062,45866;50;no
Filmer;Male;47;10750;44985;3;9,75;11,76;1259,958481;49243,97788;87;yes
Jareb;Male;38;9446;53666;2;8,99;12;2251,428071;58629,30627;85;yes
Bert;Female;60;5118;54310;1;8,99;14;4566,487244;59267,99407;43;no
Mona;Female;28;10187;69591;5;8,99;11;1168,585242;76149,04589;100;yes
Nikolaus;Male;45;11342;4408;3;10,49;12,5;129,8001973;5159,813792;77;yes
Whitman;Male;35;1668;60825;2;8,99;12;2550,832919;66400,81619;45;no
Julieta;Female;40;1132;101535;3;8,99;11;2834,442329;110706,8256;47;no
Graham;Male;27;7541;109985;3;8,99;11;3069,749245;119889,1903;77;yes
Antoni;Male;27;8821;42422;1;9,75;14,76;3570,6584;46372,48891;73;yes
Jacob;Male;34;11467;4872;1;10,49;15,5;416,5183603;5654,51859;73;yes
Kevina;Female;33;2061;92513;4;8,99;11;1937,957192;101005,7921;49;no
Mike;Male;40;10317;30115;4;9,75;11,76;635,6676477;33119,94455;89;yes
Sheelagh;Female;18;5413;52479;3;8,99;11;1468,381258;57399,12375;47;no
Ashien;Female;42;10434;58621;5;8,99;11;985,4783732;64203,86698;100;yes
Brear;Female;60;7458;85084;1;8,99;14;7150,056761;92640,72544;73;yes
Hayden;Male;29;6994;111057;4;8,99;11;2325,012743;121177,6349;79;yes
Demeter;Female;35;4981;32270;4;9,75;11,76;680,6544909;35463,36891;39;no
Giulio;Male;20;4240;59633;2;8,99;12;2500,980903;65106,83102;45;no
Frans;Male;33;9840;91670;4;8,99;11;1920,361861;100088,7913;89;yes
Olive;Female;49;2377;42840;4;9,75;11,76;901,3092157;46957,56635;39;no
Benedetta;Female;59;8338;102286;2;8,99;12;4284,821519;111409,1376;85;yes
Orion;Male;32;5905;7569;2;10,49;13,5;323,7474528;8586,055053;25;no
Penny;Male;36;11274;94849;3;8,99;11;2648,257473;103441,3475;97;yes
Sven;Male;41;5695;30988;1;9,75;14,76;2610,145691;33973,9284;33;no
Hedvig;Female;32;8839;13018;4;10,49;12,5;278,7997441;14524,34716;69;yes
Gabie;Male;21;11802;117946;1;8,99;14;9908,920134;128277,7794;93;yes
Marguerite;Female;21;9177;62703;4;8,99;11;1315,754541;68578,98916;89;yes
Lisbeth;Female;23;11422;57891;3;8,99;11;1619,089072;63280,18382;97;yes
Lukas;Male;46;3423;57056;1;8,99;14;4797,022173;62245,88191;43;no
Pail;Male;50;4429;123137;4;8,99;11;2577,149879;134318,0501;49;no
Trevar;Male;26;6711;73990;1;8,99;14;6218,682217;80609,88506;73;yes
Lauren;Male;32;4194;75348;5;8,99;11;1264,678792;82417,8148;50;no
Aryn;Female;44;5599;36557;5;9,75;11,76;617,2718125;40162,70096;40;no
Alta;Female;23;9909;103412;3;8,99;11;2886,711096;112746,5059;87;yes
Leoline;Female;37;7157;92441;5;8,99;11;1549,988337;101030,2982;80;yes
Shawna;Female;42;5705;58579;2;8,99;12;2456,900346;63962,65286;45;no
Zachary;Male;22;3990;91906;5;8,99;11;1541,05833;100447,7393;50;no
Obie;Male;52;2174;52999;2;8,99;12;2223,53269;57905,23906;45;no
Ricoriki;Male;57;3982;92138;5;8,99;11;1544,930782;100700,363;50;no
Shir;Female;24;9999;22094;5;9,75;11,76;375,8307417;24420,28173;80;yes
Jabez;Male;57;8695;119431;1;8,99;14;10033,59033;129888,1812;83;yes
Renee;Female;26;2042;91147;4;8,99;11;1909,445658;99519,88089;49;no
Merridie;Female;40;5965;113871;5;8,99;11;1907,689358;124365,3195;50;no
Brittney;Female;32;8782;93512;3;8,99;11;2611,026071;101988,4692;87;yes
Theresina;Female;42;4712;89237;5;8,99;11;1496,508446;97541,4784;50;no
Sherri;Female;34;5567;67990;1;8,99;14;5714,964237;74103,21098;43;no
Hulda;Female;34;2728;51421;4;8,99;11;1080,273484;56306,62449;49;no
Laura;Female;46;5839;45772;3;9,75;11,76;1281,878639;50098,98276;37;no
Sonni;Female;48;11751;50394;3;8,99;11;1410,32032;55133,41602;97;yes
Wileen;Female;28;7335;43269;4;9,75;11,76;910,2648332;47424,07635;69;yes
Carrie;Female;55;4989;54830;1;8,99;14;4610,142802;59831,90582;43;no
Sinclair;Male;18;6213;114990;1;8,99;14;9660,755077;125072,158;73;yes
Vinni;Female;41;4742;16501;1;10,49;15,5;1393,999685;18263,68772;23;no
Katharina;Female;33;9038;2760;3;10,49;12,5;83,88941575;3369,767398;67;yes
Gusti;Female;34;8825;100498;1;8,99;14;8444,10825;109356,3712;83;yes
Burk;Male;47;1120;81320;5;8,99;11;1364,361036;88920,69614;50;no
Joel;Male;40;5268;121077;3;8,99;11;3378,627861;131942,5381;47;no
Renado;Male;57;1408;91415;5;8,99;11;1532,862754;99913,09186;50;no
Oliviero;Male;40;9868;112791;5;8,99;11;1889,662428;123189,3128;90;yes
Winona;Female;56;2583;78054;2;8,99;12;3271,386924;85103,89544;45;no
Shaina;Female;59;2439;7336;2;10,49;13,5;313,9968706;8333,194154;25;no
Latia;Female;49;4185;92924;5;8,99;11;1558,05038;101556,2345;50;no
Charlot;Female;53;11674;100149;5;8,99;11;1678,647201;109423,5014;100;yes
Elfrida;Female;29;9112;88676;5;8,99;11;1487,144457;96930,60827;90;yes
Gretel;Female;42;7718;44649;2;9,75;12,76;1874,902194;48833,15019;65;yes
Magdalena;Female;41;10476;35045;4;9,75;11,76;738,5841845;38481,00353;89;yes
Risa;Female;49;3532;25989;4;9,75;11,76;549,5350655;28633,18404;39;no
Kippar;Male;50;1966;15630;3;10,49;12,5;442,4281044;17349,07388;27;no
Halli;Female;58;7550;105970;4;8,99;11;2218,835457;115644,0842;79;yes
Louella;Female;54;7184;64491;1;8,99;14;5421,212702;70308,73554;73;yes
Travus;Male;60;11286;18073;3;10,49;12,5;510,4863807;20002,64387;77;yes
Frank;Female;53;6819;99106;5;8,99;11;1661,237861;108287,7838;80;yes
Bob;Male;42;10415;30093;4;9,75;11,76;635,2083853;33096,02096;89;yes
Stirling;Male;19;4249;113267;4;8,99;11;2371,140481;123581,6347;49;no
Jock;Male;30;3230;88206;1;8,99;14;7412,158016;96026,36485;43;no
Reeva;Female;60;8082;44764;2;9,75;12,76;1879,713248;48957,96942;75;yes
Horst;Male;34;9650;8736;1;10,49;15,5;741,308784;9844,202098;63;yes
Ulises;Male;57;9371;63419;5;8,99;11;1065,564677;69428,38552;90;yes
Laetitia;Female;21;6108;14433;5;10,49;12,5;247,9698276;16076,41826;60;yes
Jody;Male;36;2144;25232;5;9,75;11,76;428,2155913;27835,87404;40;no
Tonia;Female;32;3667;124723;5;8,99;11;2088,826617;136182,0088;50;no
Neile;Female;38;8007;26744;1;9,75;14,76;2253,628642;29371,90891;73;yes
Rosene;Female;47;6131;101237;3;8,99;11;2826,143931;110382,9979;77;yes
Hercules;Male;52;11074;38159;4;9,75;11,76;803,5906947;41867,27891;89;yes
Avrom;Male;33;11557;28805;5;9,75;11,76;487,8622031;31724,94712;90;yes
Cully;Male;60;1188;99181;3;8,99;11;2768,890556;108148,8036;47;no
Kaye;Female;30;7993;121663;4;8,99;11;2546,384139;132714,6584;79;yes
Babs;Female;28;1881;9757;3;10,49;12,5;278,8152281;10969,86122;27;no
Liuka;Female;57;6139;102167;5;8,99;11;1712,330853;111620,8916;80;yes
Charis;Female;44;6304;93263;4;8,99;11;1953,611402;101821,6291;79;yes
Molli;Female;35;7581;20045;2;9,75;12,76;845,5876388;22128,34712;65;yes
Estrellita;Female;20;3868;88927;4;8,99;11;1863,109198;97105,00325;49;no
Clo;Female;45;11470;73856;4;8,99;11;1548,543074;80711,02985;99;yes
Darya;Female;23;11160;118741;2;8,99;12;4973,005172;129271,9949;95;yes
Nanine;Female;50;7207;96017;4;8,99;11;2011,09366;104817,3827;79;yes
Joellyn;Female;49;10042;47696;3;9,75;11,76;1335,467438;52189,23609;87;yes
Teodorico;Male;52;3960;76662;5;8,99;11;1286,611556;83848,62292;50;no
Ethelin;Female;41;8000;86729;2;8,99;12;3634,194167;94521,11133;45;no
Morie;Male;45;10975;14942;4;10,49;12,5;318,9704852;16616,017;79;yes
Adorne;Female;24;1067;48002;5;9,75;11,76;808,3312783;52620,14327;40;no
Anette;Female;31;6675;91921;4;8,99;11;1925,600803;100361,8247;79;yes
Deeanne;Female;37;2009;65214;5;8,99;11;1095,526102;71382,95217;50;no
Nappy;Male;37;4925;14199;1;10,49;15,5;1200,503941;15767,65991;23;no
Mickie;Male;22;7831;97523;3;8,99;11;2722,720276;106347,1041;77;yes
Chance;Male;22;6918;7774;5;10,49;12,5;136,792797;8830,761837;60;yes
Alejandrina;Female;52;8878;31615;1;9,75;14,76;2662,816801;34653,82147;73;yes
Wash;Male;46;6152;70901;3;8,99;11;1981,378181;77417,76539;77;yes
Iver;Male;54;11356;113842;1;8,99;14;9564,377036;123827,2143;93;yes
Hasheem;Male;48;5328;29161;4;9,75;11,76;615,7523585;32082,53071;39;no
Jourdan;Female;54;1615;12758;4;10,49;12,5;273,3712655;14241,68907;29;no
Devondra;Female;49;7898;82641;1;8,99;14;6944,95959;89991,42464;73;yes
Roshelle;Female;34;6105;26261;5;9,75;11,76;445,3934149;28955,90096;70;yes
Adey;Female;41;8092;46825;3;9,75;11,76;1311,207644;51242,97276;77;yes
Guglielmo;Male;35;5320;76951;1;8,99;14;6467,26704;83820,92872;43;no
Jarid;Male;35;11892;66417;2;8,99;12;2784,702441;72471,25668;95;yes
Tallie;Female;35;3475;53656;4;8,99;11;1126,923028;58737,81887;49;no
Courtnay;Male;59;8590;85231;1;8,99;14;7162,397851;92800,13895;83;yes
Hort;Male;23;9052;75249;1;8,99;14;6324,37904;81975,20217;83;yes
